unicode	ids_sequence	xhzd_index	variant	variant_warning	gong_huangcheng_reading	rhyme_class	initial_class	pronunciation_warning	english_definition
𘖞	⿱𘨝⿰𘠁𘢱	4679			kiər	1.85	V		rich
𘖟	⿱𘨝⿰𘠐𘡲	4764			bẹ	1.65	I		lance
𘖠	⿱𘨝⿲𘠁𘢌𘠁	4780			kiər	1.85	V		timid and weak-willed
𘖡	⿱𘨝⿰𘡑𘡔								
𘖢	⿱𘨝⿰𘠨𘢉	4930			gji	1.11	V		to lose
𘖣	⿱𘨝⿲𘠁𘠈𘣒	4738			kiər	1.85	V		calm
𘖤	⿱𘨝⿰𘡀𘡢	4755			khie̱j	1.38	V		clank
𘖥	⿱𘨞⿰𘡃𘡧	4877			tswar	1.80	VI		wrinkle
𘖦	⿱𘨞⿰𘡃𘡭	4891			tạ	2.56	III		wrinkle
𘖧	⿱𘨝⿰𘠡𘤧	4935			ɣa	1.17	VIII		needle
𘖨	⿱𘨞⿲𘠨𘢰𘠆	4897			ljow	1.56	IX		dragon
𘖩	⿱𘨝⿲𘡯𘠈𘡑	4787			ko̱	2.45	V		pliers
𘖪	⿱𘨝⿰𘠁𘨆	4813			kiər	1.85	V		thick
𘖫	⿱𘨞⿲𘫺𘫺𘠢	4908			bə	1.27	I		ceremony and propriety
𘖬	⿱𘨝⿰𘤧𘡃	5046			nu	1.1	III		needle
𘖭	⿱𘨞⿰𘤮𘠴	4680			khia	2.15	V		ploughshare
𘖮	⿱𘨝⿰𘡔𘣹	4846			khju̱	1.7	V		burnt
𘖯	⿱𘨝⿰𘡔𘤻	4814			rjɨr	2.77	IX		a kind of container to cook
𘖰	⿱𘨝⿰𘠠𘦳	5041			tshjwa	1.20	VI		stove
𘖱	⿱𘨝⿲𘠣𘢪𘠢	4717			zju̱	1.6	IX		bell
𘖲	⿱𘨝⿲𘠨𘢥𘠢								
𘖳	⿱𘨝⿲𘠨𘠈𘫽	5000			gji	1.11	V		to realize
𘖴	⿱𘨝⿰𘠐𘫵	4705			tswã	1.24	VI		to drill
𘖵	⿱𘨝⿰𘢩𘣡	5019			khwụ	2.51	V		saw
𘖶	⿳𘨝𘦴𘠺	4879			ŋər	1.84	V		griddle
𘖷	⿱𘨝⿰𘤹𘡧	4688			mjạ	1.64	I		to dig
𘖸	⿱𘨝⿰𘡫𘦳	4996			tshju	1.3	VI		turning shovel
𘖹	⿱𘨝⿰𘠐⿺𘡄𘣧	4817			lhə		IX		plane (for carpentry)
𘖺	⿱𘨝⿰𘡃𘫵	4909			nu	1.1	III		to drill
𘖻	⿱𘨝⿰𘦅𘣂	5013			tśhiwa	1.18	VII		triangular arrowhead
𘖼	⿱𘨝⿰𘢤𘦳	4815			·wiã	2.23	II		arrowhead
𘖽	⿱𘨝⿰𘤮𘣑	4816						true	plough
𘖾	⿱𘨝⿰𘤮𘣧	4745			ŋur	1.75	V		a kind of mineral to smelt copper
𘖿	⿱𘨝⿰𘨼𘠴	5033			gjwi̱	1.14	V		flag
𘗀	⿱𘨞⿰𘧘𘢌	5047			nwə		III		wisdom
𘗁	⿱𘨝⿲𘣲𘢬𘠢	4735			dźja	2.16	VII		sharp
𘗂	⿱𘨝⿰𘢌𘨓	5010			tshow	2.47	VI		an ancient cooking vessel with two loop handles and three or four legs
𘗃	⿱𘨝⿰𘢌𘨷	4966			·wẹ	1.65	II		filthy
𘗄	⿱𘨝⿲𘡃𘦉𘠢	4919			dzow	1.54	VI		hook
𘗅	⿱𘨝𘫡	4781			tshe	2.7	VI		tin
𘗆	⿱𘨝⿲𘡫𘦳𘠢	4917			tshu	1.1	VI		turning shovel
𘗇	⿱𘨝⿰𘥾𘦜	4716			tśhiwa	1.18	VII		to suppress
𘗈	⿱𘨝⿰𘦉𘦙	5017			rjɨj	2.37	IX		hook
𘗉	⿱𘨝⿰𘨷𘤊	4967			rã	2.22	IX		a transliteration
𘗊	⿱𘨝⿰𘧩𘦜	4880			rər	2.76	IX		copper
𘗋	⿱𘨝⿲𘢌𘠩𘦳	4999			gjịj	1.61	V		to cut
𘗌	⿱𘨝⿲𘢌𘡤𘤾	4898			zjir	2.72	IX		armor
𘗍	⿱𘨝⿰𘨷𘦕	4878			?jụ	1.59	IX	true	armor
𘗎	⿱𘨝⿰𘧥𘨓	5008			tsjwu	1.3	VI		pot to boil tea
𘗏	⿱𘨝⿲𘦳𘡰𘢌	4997			dzwə	1.27	VI		tweezers
𘗐	𘨟	4841			djij	2.33	III		an auxiliary word
𘗑	⿰𘨟𘡢								
𘗒	⿰𘨟𘡯	5146			bju	2.3	I		to call
𘗓	⿰𘨟𘣩	5131			gjwi̱	1.14	V		baby still
𘗔	⿰𘨟𘤘	5719			dja	2.17	III		a transliteration
𘗕	⿰𘨟𘤾	5464			ziejr	2.67	VII		to live
𘗖	⿰𘨟𘥒	5569			khji̱j	1.39	V		to play games
𘗗	⿲𘨟𘢌𘠢	5429			po	1.49	I		a surname
𘗘	⿰𘨟𘦛	5718			djar	1.82	III		a transliteration
𘗙	⿰𘨟⿱𘡝𘡃	5568			bju	2.3	I		brown
𘗚	⿲𘨟𘠁𘦈	5369			djij	2.32	III		a transliteration
𘗛	⿲𘨟𘫽𘠢	5430			bju	2.3	I		skeleton
𘗜	⿲𘨟𘨃𘣮	5098			ŋjow	2.48	V		file
𘗝	⿰𘨠𘡯	5252			lụ	1.58	IX		door
𘗞	⿰𘨠𘤃	5349			wjor	2.81	II		nest
𘗟	⿰𘨠𘤭	5776			nji̱j	1.39	III		to enter
𘗠	⿰𘨠𘤻	5689			ɣa	1.17	VIII		door
𘗡	⿰𘨠⿱𘠚𘢰	5775			kjur	2.70	V		house
𘗢	⿰𘨠⿱𘣍𘠺	5251			ɣa	1.17	VIII		husband and wife
𘗣	⿰𘨡𘤆	5407			du	2.4	III		pagoda
𘗤	𘨢	5053			tsjɨ̱r	1.92	VI		five
𘗥	⿰𘨢𘠴	5255			dźiə	1.28	VII		a surname
𘗦	⿰𘨢𘢌								
𘗧	⿰𘨣𘡕	1851			zjwị	1.67	IX		to marry
𘗨	⿰𘨣𘧓	857			mə	2.25	I		sisters
𘗩	⿲𘨥𘠁⿱𘠛𘣜	1055			tśju	1.2	VII		steed
𘗪	⿱𘡎𘢁	1175			ljwu	1.3	IX		to deceive
𘗫	⿰𘨦𘡧	255			lạ	1.63	IX		pretense
𘗬	⿰𘨦𘢌	557			dźju	1.2	VII		to cheat
𘗭	⿰𘨦𘤥	1673			dźjụ	2.52	VII		bait
𘗮	⿰𘨦𘥒	1333			dźjụ	2.52	VII		joking remarks
𘗯	⿰𘨦𘦢	1746			ljo̱r	1.94	IX		false
𘗰	⿰𘨦𘧠	864			dew	2.38	III		fruit
𘗱	⿰𘨦⿺𘢦𘤕	674			dew	2.38	III		bait
𘗲	⿰𘨨𘣮	248			no	2.42	III		steady
𘗳	⿰𘨫𘠢	766			tśiwəj	1.41	VII		hunchback
𘗴	⿱𘫿𘠘	1141			kjir	2.72	V		waist
𘗵	⿰𘨬𘥿	550			rjar	2.74	IX		a kind of insect
𘗶	⿲𘨬𘥇𘠢	803			rjar	2.74	IX		horse
𘗷	⿲𘨬𘣴𘢒	713			njɨ	1.29	IV		skirt
𘗸	⿰𘨭𘣝	380			·we	1.8	II		to lay in
𘗹	⿰𘨭𘧳	1308			·we	2.7	II		to sing loudly
𘗺	⿲𘨭𘡀𘤏	686			·we	2.7	II		soil
𘗻	⿰𘨮𘠱	834			khow	1.54	V		to detest
𘗼	⿰𘨮𘠴	442			khiəj	1.41	V		hole
𘗽	⿰𘨯𘢌	590			zjọ	2.64	IX		longevity
𘗾	⿰𘨯𘫽	1387			lhjij	2.33	IX		to butcher
𘗿	⿰𘨯𘥱	307			lhjij	2.33	IX		a surname
𘘀	⿰𘨯𘦙	1699			śji̱	1.14	VII		livestock
𘘁	⿰𘨯⿱𘣘𘠶	893				2.46	VII	true	a transliteration
𘘂	⿲𘨯𘡤𘤾	872			tsiow		VII		permanent
𘘃	⿰𘨰𘠢	750			gji̱	1.14	V		to chew
𘘄	⿰𘨰𘡧	169			śjwi	1.10	VII		tooth
𘘅	⿰𘨰𘡯	228			kie̱j	1.38	V		to bite
𘘆	⿰𘨰𘡾	941			la	2.14	IX		old age
𘘇	⿰𘨰𘤄	501			śjwɨ	1.30	VII		wolf
𘘈	⿰𘨰𘦢	1647			tśjir	1.79	VII		sound of clamping the teeth
𘘉	⿰𘨰𘩊	854			kie̱j	1.38	V		debt
𘘊	⿰𘨰𘩢	1620			śjwi	1.10	VII		a kind of vegetable
𘘋	⿺𘨲𘫺	1482			mjij	2.33	I		devil
𘘌	⿺𘨲𘤄	621			śjụ	1.59	VII		skull (of a dead person)
𘘍	⿺𘨲𘤆	726			djị	1.67	III		hell
𘘎	⿺𘨲𘦢	1808			tswər	1.84	VI		to curse
𘘏	⿺𘨲⿰𘠈𘥾	622			·jwu	1.2	VIII		to haunt
𘘐	⿰𘨳𘡱	356			śjij	1.35	VII		bumper harvest
𘘑	⿰𘨳𘢌	540			wer	1.77	II		abundant
𘘒	⿰𘨳𘤕	689			wer	1.77	II		hair
𘘓	⿰𘨳𘤲	1231			khwej	1.33	V		to expand
𘘔	⿰𘨳𘥩	339			dźja̱	1.21	VII		a grain measure unit
𘘕	⿰𘨳𘦑	690			·wur	1.75	II		a transliteration
𘘖	⿰𘨳𘦙	1677			ljị	2.60	IX		grace
𘘗	⿰𘨳𘦞	1856			ljị	2.60	IX		wide
𘘘	⿲𘨳𘠁𘨳	1348			sa	1.17	VI		a currency unit
𘘙	⿰⿱𘥃𘠒𘠢	742			dźiẹj	1.60	VII		to enclose
𘘚	⿰𘨴𘡑	998			dzji̱j	2.35	VI		teacher
𘘛	⿰𘨴𘣵	171			kew	1.43	V		the Big Dipper
𘘜	⿲⿱𘥃𘠒𘢌𘠁	479			śie̱j	1.38	VII		to collect
𘘝	⿰𘨴𘦂	1087			dzji̱j	2.35	VI		to teach
𘘞	⿰𘨴𘦚	1846			ka	1.17	V		month
𘘟	⿰𘨴𘨆	1648			za	1.17	IX		enemy
𘘠	⿰⿱𘥃𘠒⿱𘡅𘤅	1033			po̱	2.45	I		I
𘘡	⿲𘨴𘦂𘠢	758			za	1.17	IX		the name of Tangut’s ancestors
𘘢	⿺𘨵𘢌	490			gjị	2.60			to depend on
𘘣	⿰𘨶𘠡	1278			·jɨ	2.28	VIII		to say
𘘤	𘨷	1153			dźjɨ	1.30	VII		skin
𘘥	⿰𘨷𘠡	1279			·jɨ	1.30	VIII		to say
𘘦	⿰𘨷𘠶	322			tśhjwo	1.48	VII		a modal auxiliary
𘘧	⿰𘨷𘡷	375			ka	1.17	V		boots wearing in rain or snow
𘘨	⿰𘨷𘡼	1213			zjɨ̣	2.61	IX		proud
𘘩	⿰𘨷𘢭	1725			kjɨ	2.28	V		an animal looks like a deer
𘘪	⿰𘨷𘣀	1325			tow	1.54	III		to get
𘘫	⿰𘨷𘣈	251			bji	2.10	II		rope
𘘬	⿰𘨷𘣑	353			dźjɨ	1.30	VII		alcoholic drink
𘘭	⿰𘨷𘣟	385			wjị	2.60	II		can
𘘮	⿰𘨷𘣞	261			mjo	2.44	I		I
𘘯	⿰𘨷𘣡	304			ɣa	1.17	VIII		thin
𘘰	⿰𘨷𘣧	314			kiej	2.31	V		to do
𘘱	⿰𘨷𘣩	323			śjar	1.82	VII		to pare
𘘲	⿰𘨷𘣭	252			sjo	1.51	VI		long and thin
𘘳	⿰𘨷𘤓	679			gji̱	2.12	V		to rise
𘘴	⿰𘨷𘤕	698			gjwow	1.56	V		to throw
𘘵	⿰𘨷𘤥	1679			sow	1.54	VI		end
𘘶	⿰𘨷𘤮	1712			·wjo	1.51	II		not
𘘷	⿰𘨷𘤳	1239			wier	1.78	II		man
𘘸	⿰𘨷𘥗	1238			gji̱	2.12	V		full
𘘹	⿰𘨷𘥛	386			kjɨ	1.30	V		a surname
𘘺	⿰𘨷⿱𘠊⿰𘠒𘠢	278			kjɨ	1.30	V		to spoil (a child)
𘘻	⿰𘨷𘥦	268			·jɨr	2.77	VIII		to ask
𘘼	⿲𘨷𘠁𘤩	1761			lhwe	2.7	IX		slow
𘘽	⿲𘨷𘠁𘥁	1411						true	tail
𘘾	⿰𘨷𘥾	564			djwar	1.82	III		skin
𘘿	⿲𘨷𘢒𘠢	808			mur	1.75	I		be in very short time
𘙀	⿰𘨷𘦈	697			ta̱r	1.83	III		to slaughter
𘙁	⿰𘨷𘦕	1672			?ej	2.30	VI	true	ripe hide
𘙂	⿰𘨷𘦘	1866			bjị	1.67	I		low
𘙃	⿰𘨷𘦞	1859			·jɨ	1.30	VIII		level
𘙄	⿰𘨷𘦧	1680			ɣiwəj	2.36	VIII		thin
𘙅	⿰𘨷𘦳	1744			kjụ	1.59	V		belt
𘙆	⿰𘨷𘦼	1197			·wiə	1.28	II		fat
𘙇	⿲𘨷𘢰𘠢	795			rjɨr	2.77	IX		an adverb
𘙈	⿰𘨷𘧓	882			mər	2.76	I		to meet
𘙉	⿲𘨷𘠶𘢌	580			kjɨj	1.42	V		epidermis
𘙊	⿲𘨷𘠁𘦳	1762			lwẹ	2.58	IX		slow
𘙋	⿲𘨷𘤘𘠢	809			rer	1.77	IX		string
𘙌	⿰𘨷𘨷	1326			kjɨ	1.30	V		an auxiliary word
𘙍	⿰𘨷𘩊	878			lhjụ	1.59	IX		belt
𘙎	⿰𘨷𘩏	354			lhji	2.10	IX		to give birth
𘙏	⿰𘨷⿰𘠁⿰𘤷𘠢	801			tsjọ	1.72	VI		fat
𘙐	⿲𘨷𘢌𘡰	376			·wja	1.19	II		speech
𘙑	⿰𘨷𘩝	1405			lhjọ	2.64	IX		to capture
𘙒	⿲𘨷𘢔𘢌	601			piẹ	1.66	I		to fill in
𘙓	⿲𘨷𘦈𘠢	810			piẹ	1.66	I		to cut open
𘙔	⿲𘨷𘤘𘠴	296			tew	1.43	III		glue
𘙕	⿰𘨷𘩢	1729			kjɨ	2.28	V		a kind of vegetable
𘙖	⿰𘨷𘩻	1773			kjɨ	1.30	V		vat
𘙗	⿰𘨷⿱𘢸𘢓	1221			zji	1.11	IX		enough
𘙘	⿰𘨷⿱𘣋𘣃	1240			kjɨ	1.30	V		songs singing aloud
𘙙	⿰𘨷𘪣								
𘙚	⿲𘨷𘢌𘣦	341			zwew	1.43	IX		to tan
𘙛	⿰𘨷⿺𘢦𘣜	288			dzjiw	2.40	VI		medicine to treat sores
𘙜	⿰𘨷⿺𘢦𘤧	1854			nə̣	1.68	III		scabies
𘙝	⿲𘨷⿱𘥃𘠒𘠢	796			lhə̱	1.31	IX		bag
𘙞	⿰𘨷⿰𘠣⿰𘤣𘠢	802			zjɨr	2.77	IX		pulse
𘙟	⿲𘨷𘫺𘨷	1390			lhiọ	2.63	IX		neck
𘙠	⿲𘨷𘢔𘦓	1730			kiow	1.55	V		obstinate
𘙡	⿲𘨷𘧖𘢌	581			zwe	1.8	IX		modest
𘙢	⿲𘨷𘢌𘨷	1391			ba	1.17	I		deafness
𘙣	⿲𘨷𘤘𘦈	716			śji	2.10	VII		to kill
𘙤	⿰𘨷⿳𘡊𘡅𘤅	1731			mə	2.25	I		husband
𘙥	⿲𘨷𘩎𘢌	594			lhji	2.10	IX		slow
𘙦	⿰𘨷⿱𘣍⿰𘤘𘠴	297			sjij	2.33	VI		tortoise
𘙧	⿲𘨷𘦛𘫵	1212			gjwi	1.11	V		fur coat
𘙨	⿲𘨸𘠈𘤥	1610			sow	2.47	VI		to cry bitterly
𘙩	⿰𘨸⿱𘡝𘡺	985			tśhji	1.10	VII		to cry
𘙪	⿰𘨸𘩡	670			sə	2.25	VI		to cry
𘙫	⿰𘨹𘢌	5872			śjọ	2.64	VII		to obstruct
𘙬	𘨻	1043			tow	1.54	III		insect
𘙭	⿰𘨻𘤕	668			lew	2.38	IX		dumpling made of glutinous rice wrapped in bamboo or reed leaves (eaten during the Dragon Boat Festival)
𘙮	⿰𘨻𘤩	1659			lew	2.38	IX		white
𘙯	⿰𘨻𘥿	521			bie̱j	1.38	I		a kind of insect
𘙰	⿰𘨻𘦜	1608			lew	2.38	IX		same
𘙱	⿰𘨻⿱𘡊𘥿	1660			bie̱j	1.38	I		excrement of insects
𘙲	⿰𘨼𘠴	443			dźjo	1.51	VII		long
𘙳	⿰𘨼𘡫	459			wjịj	1.61	II		to shrink
𘙴	⿰𘨼𘡯	458			kor	1.89	V		larynx
𘙵	⿰𘨼𘡰	460			dzu	2.1	VI		a long narrow piece
𘙶	⿰𘨼⿺𘠔𘢌	624			rer	2.71	IX		long narrow strips
𘙷	⿰𘨼𘧽	1816			lu	2.1	IX		to cut
𘙸	⿲𘨼𘠁𘨼	1541			lio	1.50	IX		string
𘙹	⿰𘨼𘪡	890			·jij	2.33	VIII		sudden and violent
𘙺	⿰𘨼⿱𘣍⿰𘢌𘠁	451			·jij	2.33	VIII		to expand
𘙻	⿰𘨼𘫄	889			lhew	2.38	IX		long and thin
𘙼	⿰𘨼⿱𘤇𘤧	730			mu	1.4	I		a mouth sticks out
𘙽	⿰𘨽𘢒	664			tśhjiw	1.45	VII		yellow
𘙾	⿰𘨽𘤤	1601			xow	1.54	VIII		a transliteration
𘙿	⿲𘨿𘨷𘡑	1280			ljij	2.33	IX		wizard
𘚀	⿰𘩀𘦉	2597			sa	1.17	VI		to be stunned
𘚁	⿲𘩀𘠁𘦃	3032			·wẹ	1.65	II		victory
𘚂	⿰𘩁𘢒	658			lhã	1.24	IX		dawn
𘚃	⿰𘩁𘢬	1618			djụ	1.59	III		grace
𘚄	⿰𘩁𘣵	172			kjɨ	1.30	V		high
𘚅	⿰𘩁𘤧	1848			lhã	1.24	IX		to shine
𘚆	⿰𘩂𘡯	362			tjụ	2.52	III		lips
𘚇	⿰𘩂𘣩	324			wjọ	1.72	II		widowed
𘚈	⿰𘩂𘣵	263			tjụ	2.52	III		ancestor
𘚉	⿰𘩂⿱𘡍𘣒	1853			·jɨr	2.77	VIII		to weave
𘚊	⿰𘩂⿱𘡍⿰𘠌𘡃	1874			·jɨr	2.77	VIII		afterbirth
𘚋	⿰𘩄𘢌	549			diow	2.48	III		sisters
𘚌	⿰𘩅𘡧	4022			rejr	2.66	IX		to stop
𘚍	⿰𘩇𘣵	4430			khjɨ	1.30	V		a place name
𘚎	⿰𘩇𘤷	4452			dzjiw	1.46	VI		a place to put corpse
𘚏	⿲𘩈𘤱𘢌	4441			sjwo	1.51	VI		inkstone
𘚐	⿱𘡩𘢬	4274			sow	1.54	VI		white mulberry
𘚑	⿰𘩉⿱𘠙𘠅	4446			sow	1.54	VI		broken; to come loose (?)
𘚒	⿰𘩉𘦲	4461			sow	1.54	VI		fresh
𘚓	⿰𘩊𘣵	4432			·wạ	2.56	II		to bear (a burden)
𘚔	⿰𘩌𘥁	4625			mji̱j	2.35	I		below
𘚕	⿰𘩍𘧪	200			low	2.47	IX		relatives
𘚖	⿰𘩍⿱𘡝𘡤	1018			lwo	1.49	IX		moist
𘚗	⿰𘩍⿱𘦈𘠺	642			low	2.47	IX		origin
𘚘	⿰𘩎𘢌	552			lhji	2.10	IX		a surname
𘚙	⿰𘩎𘤥	1681			pə̣	1.68	I		smell of meat
𘚚	⿰𘩎𘥱	265			pə̣	1.68	I		premature delivery
𘚛	⿰𘩎𘥿	554			lhji	2.10	IX		a kind of insect
𘚜	⿰𘩎𘧓	883			lhjwịj	1.61	IX		Tangut
𘚝	⿰𘩎𘧳	1328			lu		IX		newborn baby
𘚞	⿰𘩎⿱𘠛𘥿	5995						true	a transliteration
𘚟	⿲𘩎𘦳𘡭	308			lhji	2.10	IX		quick
𘚠	⿱𘠀⿰𘠁𘧀	4554	𗁇		lə		IX		foolish
𘚡	⿰𘩐𘥿	4565	𘚡		lə	2.25	IX		flea
𘚢	⿰𘩑𘠢	762			dziej	2.31	VII		wheel
𘚣	⿰𘩑𘩗	237			gjij	2.33	V		whirlwind
𘚤	⿰𘩒𘨃	4671			thwər	1.84	III		to jump
𘚥	⿰𘩓𘠢	4579			lju	2.2	IX		a surname
𘚦	⿰𘩓𘢌	4561			bje	2.7	I		a surname
𘚧	⿲𘩓𘠁𘦳	4654						true	to recommend
𘚨	⿰𘩔𘢌	551			·jow	2.48	VIII		relatives
𘚩	⿰𘩗𘠱	2810			khiej	1.34	V		north
𘚪	⿰𘩗𘢌	2524			dzjị	2.60	VI		to stand up
𘚫	⿰𘩗𘢕	2522			ljɨ	1.29	IX		slow
𘚬	⿰𘩗𘢪	3727			ɣẽ	1.15	VIII		be whizzing
𘚭	⿰𘩗𘣫	2305			wiọ	1.71	VIII		to clear away
𘚮	⿲𘩗𘠁𘢒	2690			ko̱	2.45	V		sail
𘚯	⿰𘩗𘤃	2526			ljɨ	1.29	IX		a kind of grass
𘚰	⿰𘩗𘫾	2689			ljɨ	1.29	IX		amber
𘚱	⿰𘩗𘤧	3810			ljɨ	2.27	IX		bamboo or twig fence
𘚲	⿰𘩗𘤾	2895			ljɨ	1.29	IX		cold (disease)
𘚳	⿰𘩗𘥦	2301			śiã	1.25	VII		straw mat
𘚴	⿰𘩗𘥿	2525			ljɨ	2.27	IX		bee
𘚵	⿰𘩗𘦗	3724			ko̱	2.45	V		fan
𘚶	⿲𘩗𘢌𘠴	2302			ljɨ	1.29	IX		wind
𘚷	⿲𘩗𘫽𘠢	2811			ljɨ	1.29	IX		round bone
𘚸	⿰𘩗⿱𘢷𘡃	3395			dzjị	2.60	VI		fork
𘚹	⿰𘩗𘩑	2304			sjwɨ	1.30	VI		whirlwind
𘚺	⿰𘩗𘪿	3394			khiəj	1.41	V		cough
𘚻	⿰𘩘𘩙	4630			de	2.7	III		happy
𘚼	⿰𘩚𘩚								
𘚽	⿰𘩚𘩛	2402			ljwɨ̣	1.69	IX		to run
𘚾	⿰𘩚𘪣	2043			də̱	1.31	III		to hasten
𘚿	⿰𘩞𘣩	3878			mjij	2.33	I		a transliteration
𘛀	⿰𘩟𘢌	3889			bji̱j	2.35	I		a surname
𘛁	⿰𘩟𘥆	4011			bji̱j	2.35	I		line
𘛂	⿰𘩟𘩧	4015			bji̱j	2.35	I		roadside
𘛃	⿸𘡈𘤮	3819			lu	2.1	IX		seat
𘛄	⿰𘩠𘣵	3847						true	official title
𘛅	⿰𘩠𘥳	3865			dzjɨ̣	2.61	VI		official title
𘛆	⿰𘩡𘠒	3972			sjwɨ̣j	1.62	VI		casket
𘛇	⿰𘩡𘡫	3879			gju	2.3	V		utensils
𘛈	⿰𘩡𘡭	3867			kia	1.18	V		household utensils
𘛉	⿰𘩡𘡾	3965			tsjwɨ̱	1.32	VI		pot
𘛊	⿰𘩡𘤮	3999			kia	1.18	V		a skilled workman
𘛋	⿲𘩢𘡡𘤧	5803			kha	2.14	V		bitter lettuce
𘛌	⿲𘩢𘤆𘢬	5774			rewr	1.87	IX		bitter lettuce
𘛍	⿱𘡊𘣦	4674			nwu	1.1	III		baby
𘛎	⿲𘩣𘠁𘣠	5135			new	1.43	III		a transliteration
𘛏	⿰𘩣𘦳	5709			na	1.17	III		a transliteration
𘛐	⿰𘩤𘠳	5128			twụ	1.58	III		straight
𘛑	⿰𘩤𘤭								
𘛒	⿺𘩦𘢌	5262			ŋewr	1.87	V		mixed
𘛓	⿰𘩧𘡧	5830			bji̱j	1.39	I		to disobey
𘛔	⿰𘩨𘧀	5578			nwə		III		to herd
𘛕	⿰𘩩𘪶	5542			śiwə	2.26	VII		gorgeous
𘛖	⿱𘡊𘣺	4881			zjɨr	1.86	IX		a surname
𘛗	⿰𘩪𘦞	5789			zjɨr	1.86	IX		ostentatious
𘛘	⿰𘩮𘧀	5673			śjɨ̱	2.29	VII		to expand
𘛙	⿱𘡊𘤃	4948			lji	2.9	IX		a kind of vegetable
𘛚	⿰𘩯𘡭	5202			nẹj	2.53	III		bamboo
𘛛	⿰𘩰𘢌	5319			tjɨj	1.42	III		the sun
𘛜	⿱𘡊𘤧	5036			ze	1.8	IX		baby
𘛝	⿲𘩱𘠁𘤕	5409			tsju	1.3	VI		penis
𘛞	⿰𘩲𘣩	5210			mo	2.42	I		lonely
𘛟	⿲𘩲𘥛𘠁	5305			·wjij	2.32	II		uncle
𘛠	⿰𘩳𘡧	5844					IX	true	millet
𘛡	⿰𘩶𘧦	5094			dźjị	1.67	VII		feast
𘛢	⿰𘩷⿱𘠀⿰𘠁𘠢	5264			mjijr	1.74	I		soldier
𘛣	⿰𘩷𘢶	5505			śja	1.19	VII		a transliteration
𘛤	⿰𘩹𘢓	5544			rjur	1.76	IX		crucible
𘛥	⿰𘩹𘣦	5130			rjur	1.76	IX		to subdue
𘛦	⿰𘩺𘦁	5500			sjij	1.36	VI		next year
𘛧	⿰𘩻𘡧	5196			ljɨj	2.37	IX		bottle
𘛨	⿰𘩻𘤆	5400			kwa̱	1.22	V		earthen bowl
𘛩	⿰𘩼𘥇	5576			kjɨ̱	1.32	V		spotted
𘛪	⿰𘩽𘢌	5347			bji	2.10	I		to be surprised
𘛫	⿰𘩾𘡆	5259			ljiw	1.45	IX		a transliteration
𘛬	⿰𘩿𘣂	5687			·wer	1.77	II		ridge
𘛭	⿲𘩿𘠁𘨷	5656			sjij	1.36	VI		stars
𘛮	⿰𘪁𘢌	5288			khjij	2.33	V		happy
𘛯	⿰𘪁𘤊	5551			gu̱	1.5	V		a surname
𘛰	⿰𘪁𘨿	5552			khjij	2.33	V		wizard
𘛱	⿰𘪁⿱𘡩𘤧	5466			gã	1.24	V		a transliteration
𘛲	⿲𘪁𘤊𘡧	5083			gu̱	1.5	V		to patrol
𘛳	⿰𘪁𘫖	5137			la	2.14	IX		happiness
𘛴	⿰𘪁⿱𘣍⿰𘤅𘢌	5138			gu̱	1.5	V		nameofagod
𘛵	𘪄	4859			to	2.42	III		end
𘛶	⿰𘪄𘠳	5223			tśjɨ̱r	2.85	VII		stars
𘛷	⿰𘪄𘡢	5211			rjɨr	2.77	IX		thunderclap
𘛸	⿰𘪄𘢏	5320			dźjwu	1.2	VII		meteorite
𘛹	⿰𘪄𘢪	5753			rewr	1.87	IX		thunderclap
𘛺	⿲𘪄𘠳𘠢	5453			bjij	2.33	I		dawn
𘛻	⿰𘪄𘥦	5179			dji̱	1.14	III		thunder
𘛼	⿰𘪄𘩕								
𘛽	⿱𘡎𘤅	1546			ljụ	2.52	IX		body
𘛾	⿰𘪆𘤕	736			ljụ	2.52	IX		powder
𘛿	⿰𘪆𘪡	891			gjịj	2.54	V		body
𘜀	⿰𘪇𘢌	611			mjɨr	1.86	I		strong
𘜁	⿰𘪇𘣤	416			tsja	1.20	VI		elder sister
𘜂	⿰𘪊𘠴	249			dzəj	1.40	III		deep black
𘜃	⿲𘪌𘠁𘣟	382			dzji	1.10	VI		equal
𘜄	⿲𘪌𘠁𘪌	1357			ŋwer	1.77	V		to equate
𘜅	⿲𘪌𘢌𘣟	383			le	2.7	IX		wrestling
𘜆	⿲𘪌𘣟𘨷	1395			·io̱w	1.57			wrestling
𘜇	⿱𘧉𘠡	1218			tśhio	1.50	VII		a surname
𘜈	⿰𘪍𘢌	570			dźio	1.50	VII		a surname
𘜉	⿱𘢸𘢀	1427			phji	2.10	I		to lose
𘜊	⿰𘪎𘦛	1802			phjar	1.82	I		a transliteration
𘜋	⿰𘪎𘧩	420			phjã	2.24	I		a surname
𘜌	⿰𘪎𘩔	421			phjow	2.48	I		a transliteration
𘜍	⿰𘪐𘠢	811			·ja̱r	2.75	VIII		date
𘜎	⿰𘪑𘥗	1494			ljij	2.33	IX		enough
𘜏	⿰𘪑⿱𘡊⿰𘠳𘠢	1815			njar	1.82	III		to check
𘜐	⿲𘪑𘢡𘢓	1495			dza̱	1.22	VI		justice
𘜑	⿰𘪒𘠅	999			pa	1.17	I		waves
